Weld,C,Mn,Si,S,P,Al,Ti,Cr,Ni,Mo,V,Cu,YS,UTS,El,RA,Temp,Temp
CMn,0.066,1.35,0.37,0.005,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,469,545,29.2,78.8,-60,-73
CMn,0.07,1.77,0.33,0.006,0.008,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,511,588,28.4,77.9,-58,-78
CMn,0.099,0.65,0.35,0.008,0.009,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,433,512,31.8,78.8,-33,-54
CMn,0.098,1.05,0.32,0.007,0.009,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,477,546,30,78.8,-44,-65
CMn,0.096,1.29,0.3,0.007,0.009,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,506,576,30.8,77.9,-62,-75
CMn,0.093,1.65,0.33,0.007,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,535,602,27.8,74,-58,-79
CMn,0.147,0.63,0.4,0.008,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,480,569,32.8,76,-36,-55
CMn,0.152,1,0.41,0.007,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,517,605,27.4,75,-36,-72
CMn,0.148,1.4,0.38,0.007,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,536,636,27.4,75.7,-53,-79
CMn,0.141,1.76,0.36,0.006,0.007,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,606,691,25.6,71.9,-48,-82
CoPlus,0.078,1.43,0.26,0.006,0.006,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,434,526,29.2,78,-18,-43
CoPlus,0.073,1.39,0.28,0.007,0.007,0.0005,0.0005,0.03,0.95,0.005,0.005,0.03,470,550,26,78,-13,-48
CoPlus,0.071,1.48,0.26,0.007,0.012,0.0005,0.0005,0.03,2.28,0.005,0.005,0.03,512,605,21.7,75,-20,-61
CoPlus,0.073,1.43,0.24,0.008,0.006,0.0005,0.0005,0.03,3.12,0.005,0.005,0.03,573,666,16,70.8,-12,-64
CoPlus,0.076,1.53,0.28,0.008,0.006,0.0005,0.0005,0.03,0.03,0.25,0.005,0.03,474,570,20.4,77,-24,-61
CoPlus,0.076,1.45,0.25,0.008,0.006,0.0005,0.0005,0.03,0.03,0.5,0.005,0.03,523,610,19.4,75,-4,-50
CoPlus,0.076,1.41,0.24,0.008,0.006,0.0005,0.0005,0.03,0.03,1.11,0.005,0.03,594,699,19.2,68.6,26,-50
CoPlus,0.08,1.48,0.28,0.007,0.006,0.0005,0.0005,1.07,0.03,0.005,0.005,0.03,570,658,18,68.6,-20,-70
CoPlus,0.075,1.48,0.28,0.007,0.005,0.0005,0.0005,1.55,0.03,0.005,0.005,0.03,591,687,17.8,69.7,6,-55
CoPlus,0.076,1.44,0.28,0.007,0.007,0.0005,0.0005,1.96,0.03,0.005,0.005,0.03,637,730,18.5,68.6,24,-50
CoPlus,0.08,1.47,0.24,0.007,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.55,453,535,26.6,78.9,-10,-36
CoPlus,0.075,1.41,0.24,0.006,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,1.06,492,566,25,75,-4,-48
CoPlus,0.074,1.36,0.22,0.008,0.01,0.0005,0.0005,0.03,0.03,0.005,0.005,1.63,559,638,23.2,70.8,23,-30
Cplus,0.074,1.46,0.28,0.008,0.008,0.0005,0.0035,0.03,0.03,0.005,0.005,0.03,460,533,27.6,78.9,-68,-88
Cplus,0.076,1.48,0.25,0.008,0.006,0.0005,0.0033,0.03,0.95,0.005,0.005,0.03,498,551,27.2,78.9,-62,-94
Cplus,0.068,1.46,0.27,0.008,0.007,0.0005,0.0034,0.03,2.24,0.005,0.005,0.03,555,622,25.6,78,-58,-102
Cplus,0.075,1.46,0.26,0.008,0.006,0.0005,0.0032,0.03,3.15,0.005,0.005,0.03,604,680,20,71.9,-49,-95
Cplus,0.076,1.49,0.26,0.008,0.008,0.0005,0.0034,0.03,0.03,0.25,0.005,0.03,560,600,25,77,-69,-86
Cplus,0.075,1.46,0.26,0.008,0.007,0.0005,0.0031,0.03,0.03,0.5,0.005,0.03,596,642,21,74,-56,-90
Cplus,0.075,1.44,0.25,0.008,0.008,0.0005,0.0031,0.03,0.03,1.07,0.005,0.03,650,720,20,70.8,-39,-85
Cplus,0.079,1.56,0.3,0.007,0.011,0.0005,0.0027,1.03,0.03,0.005,0.005,0.03,624,672,20,73,-58,-84
Cplus,0.073,1.53,0.29,0.007,0.01,0.0005,0.0027,1.53,0.03,0.005,0.005,0.03,650,710,18.4,73,-38,-79
Cplus,0.078,1.48,0.29,0.007,0.01,0.0005,0.0028,1.96,0.03,0.005,0.005,0.03,706,772,16,67.5,-6,-70
Cplus,0.076,1.48,0.27,0.007,0.008,0.0005,0.0022,0.03,0.03,0.005,0.005,0.53,495,557,27.6,78.9,-57,-93
Cplus,0.077,1.43,0.25,0.007,0.008,0.0005,0.0019,0.03,0.03,0.005,0.005,1.08,487,563,27.4,77.4,-48,-85
Cplus,0.069,1.37,0.25,0.007,0.009,0.0005,0.0023,0.03,0.03,0.005,0.005,1.6,570,625,25.8,75,-15,-67
CrMo,0.068,1.06,0.35,0.006,0.009,0.0005,0.0038,0.03,0.03,0.005,0.005,0.03,424,501,31,79.8,-62,-78
CrMo,0.071,1.09,0.36,0.006,0.009,0.0005,0.0041,0.41,0.03,0.005,0.005,0.03,468,541,26.6,79.8,-61,-85
CrMo,0.072,1.05,0.35,0.005,0.007,0.0005,0.0037,0.79,0.03,0.005,0.005,0.03,503,568,22.8,79.8,-63,-85
CrMo,0.075,1.09,0.35,0.006,0.008,0.0005,0.0052,1.22,0.03,0.005,0.005,0.03,584,645,20.6,75,-57,-81
CrMo,0.07,1.06,0.34,0.006,0.008,0.0005,0.0041,1.57,0.03,0.005,0.005,0.03,582,657,18.8,70.8,-40,-82
CrMo,0.073,1.07,0.34,0.006,0.007,0.0005,0.004,1.97,0.03,0.005,0.005,0.03,608,696,17.4,70.8,-25,-70
CrMo,0.077,1.05,0.35,0.006,0.008,0.0005,0.0037,2.28,0.03,0.005,0.005,0.03,667,767,17.6,65.2,0,-66
CrMo,0.072,1.09,0.38,0.006,0.009,0.0005,0.0033,2.8,0.03,0.005,0.005,0.03,742,808,15.4,66.8,19,-47
CrMo,0.071,1.11,0.34,0.007,0.01,0.0005,0.0042,0.03,0.03,1.06,0.005,0.03,624,704,20.8,70.7,-24,-91
CrMo,0.075,1.1,0.34,0.007,0.009,0.0005,0.0043,0.92,0.03,1.1,0.005,0.03,715,797,19.7,68,-4,-57
CrMo,0.081,1.12,0.35,0.007,0.009,0.0005,0.0038,1.81,0.03,1.07,0.005,0.03,801,898,20,65.1,28,-58
CrMo,0.085,1.09,0.36,0.007,0.009,0.0005,0.0037,2.59,0.03,1.03,0.005,0.03,839,965,17.1,60,,-60
CrMo,0.083,1.11,0.36,0.007,0.01,0.0005,0.0035,3.01,0.03,1.05,0.005,0.03,870,1028,16.6,62.1,,-41
CrMo,0.09,1.14,0.38,0.007,0.01,0.0005,0.0037,3.5,0.03,1.05,0.005,0.03,897,1055,15,56.1,,-50
CrMo,0.063,1.07,0.37,0.006,0.008,0.0005,0.0042,0.03,0.03,1.14,0.015,0.03,615,692,21.5,72.1,-22,-74
CrMo,0.067,1.04,0.36,0.006,0.008,0.0005,0.004,0.83,0.03,1.14,0.017,0.03,730,810,20.2,69,,-55
CrMo,0.067,1.05,0.36,0.006,0.008,0.0005,0.0041,1.64,0.03,1.15,0.021,0.03,826,922,18.6,64.5,,-60
CrMo,0.067,1.09,0.38,0.006,0.008,0.0005,0.0038,2.49,0.03,1.13,0.023,0.03,900,1010,15.5,59.3,,-49
CrMo,0.069,1.07,0.39,0.006,0.008,0.0005,0.0042,2.82,0.03,1.13,0.025,0.03,875,1026,16.7,59.8,,-28
CrMo,0.073,1.11,0.41,0.006,0.008,0.0005,0.0039,3.23,0.03,1.12,0.026,0.03,852,1047,16.7,58.5,,-12
CrMo,0.059,1.01,0.34,0.007,0.008,0.0005,0.0034,0.03,0.03,1.16,2.799,0.03,787,835,17.7,66.5,,4
CrMo,0.063,1.02,0.35,0.007,0.008,0.0005,0.0034,0.86,0.03,1.15,2.808,0.03,863,922,17.4,63.7,,27
CrMo,0.066,1.05,0.37,0.007,0.008,0.0005,0.0039,1.68,0.03,1.15,2.873,0.03,929,1008,16.7,63,,34
CrMo,0.066,1.04,0.37,0.006,0.008,0.0005,0.0034,2.49,0.03,1.16,2.703,0.03,962,1050,15.5,60.9,,40
CrMo,0.077,1.06,0.39,0.006,0.008,0.0005,0.0039,2.91,0.03,1.14,2.817,0.03,1026,1114,17.3,60.1,,36
CrMo,0.068,1.04,0.38,0.006,0.008,0.0005,0.0036,3.29,0.03,1.13,2.767,0.03,1018,1123,14,58.6,,53
Cu,0.074,1.51,0.36,0.008,0.011,0.0005,0.004,0.03,0.03,0.005,0.12,0.02,484,560,26.6,78.8,-66,-84
Cu,0.075,1.48,0.36,0.007,0.006,0.0005,0.004,0.03,0.03,0.005,0.12,0.11,502,578,27.6,77,-66,-91
Cu,0.074,1.42,0.32,0.008,0.007,0.0005,0.004,0.03,0.03,0.005,0.12,0.19,488,566,28.2,77,-70,-84
Cu,0.076,1.48,0.33,0.007,0.006,0.0005,0.004,0.03,0.03,0.005,0.12,0.35,504,586,27.6,77,-60,-84
Cu,0.068,1.49,0.32,0.006,0.006,0.0005,0.004,0.03,0.03,0.005,0.12,0.66,513,593,28.6,77,-60,-91
Cu,0.076,1.49,0.36,0.006,0.006,0.0005,0.004,0.03,0.03,0.005,0.12,1.4,568,647,27.4,73,-41,-82
O,0.074,1.4,0.25,0.008,0.007,0.0006,0.0001,0.03,0.03,0.005,0.005,0.03,445,528,28.2,78,-14,-42
W,0.077,1.46,0.27,0.008,0.007,0.0005,0.0028,0.03,0.03,0.005,0.005,0.03,471,544,25.2,77,-68,-88
X,0.069,1.47,0.45,0.005,0.006,0.0001,0.041,0.03,0.03,0.005,0.005,0.03,504,577,25.8,79.8,-61,-77
Y,0.07,1.57,0.45,0.006,0.01,0.0013,0.039,0.03,0.03,0.005,0.005,0.03,546,594,25.8,73,-84,-114
Z,0.072,1.56,0.49,0.007,0.01,0.016,0.042,0.03,0.03,0.005,0.005,0.03,610,640,27.2,73.4,-83,-100
T,0.064,1.49,0.4,0.007,0.005,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,478,561,22.2,73.6,-34,-75
U,0.073,1.52,0.4,0.006,0.011,0.0005,0.039,0.03,0.03,0.005,0.005,0.03,517,586,22.5,77.7,-53,-80
V,0.078,1.44,0.6,0.006,0.007,0.058,0.054,0.03,0.03,0.005,0.005,0.03,668,732,20.3,69.7,-12,-46
O1,0.074,1.58,0.28,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,473,566,24,77,5,-24
W1,0.068,1.4,0.28,0.01,0.008,0.0005,0.0031,0.03,0.03,0.005,0.005,0.03,482,545,28,78.9,-41,-63
X1,0.066,1.48,0.47,0.007,0.011,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,584,639,23,75,-44,-72
Y1,0.069,1.48,0.34,0.007,0.01,0.0005,0.037,0.03,0.03,0.005,0.005,0.03,532,585,26.8,74,-48,-73
Z1,0.07,1.45,0.43,0.006,0.01,0.017,0.047,0.03,0.03,0.005,0.005,0.03,532,584,28.4,77,-43,-63
T1,0.07,1.55,0.39,0.007,0.007,0.0006,0.0007,0.03,0.03,0.005,0.005,0.03,474,562,21.3,67.4,-52,-84
U1,0.066,1.39,0.35,0.006,0.009,0.0005,0.036,0.03,0.03,0.005,0.005,0.03,489,557,23.2,73.3,-67,-89
V1,0.067,1.44,0.63,0.005,0.01,0.056,0.048,0.03,0.03,0.005,0.005,0.03,571,644,25.4,73.5,-64,-93
O2,0.073,1.66,0.27,0.009,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,505,607,24,76,20,-16
W2,0.069,1.45,0.26,0.01,0.009,0.0002,0.0029,0.03,0.03,0.005,0.005,0.03,492,581,25.8,77.9,-24,-48
X2,0.068,1.46,0.47,0.007,0.006,0.0005,0.045,0.03,0.03,0.005,0.005,0.03,578,631,24.6,78,-30,-58
Y2,0.069,1.51,0.36,0.007,0.008,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,539,605,23.9,71.6,-24,-56
Z2,0.068,1.45,0.5,0.006,0.011,0.018,0.047,0.03,0.03,0.005,0.005,0.03,493,583,26.8,69.2,13,-18
T2,0.064,1.43,0.36,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,439,528,22.4,70.8,-13,-44
U2,0.066,1.4,0.36,0.007,0.012,0.0005,0.039,0.03,0.03,0.005,0.005,0.03,474,541,27.8,72.6,-52,-81
V2,0.069,1.42,0.6,0.006,0.012,0.056,0.043,0.03,0.03,0.005,0.005,0.03,529,591,25.6,73.8,-45,-70
MnCr,0.035,0.66,0.3,0.006,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,392,466,31.9,80.6,-27,-43
MnCr,0.038,1,0.3,0.005,0.014,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,413,498,31.2,80.6,-48,-62
MnCr,0.049,1.42,0.34,0.005,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,468,551,29.4,78.7,-52,-73
MnCr,0.051,1.82,0.34,0.006,0.017,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,514,588,28,76.8,-46,-79
MnCr,0.038,0.66,0.33,0.007,0.015,0.0005,0.0055,0.24,0.03,0.005,0.12,0.03,422,496,30.4,87.8,-25,-28
MnCr,0.041,1.01,0.33,0.007,0.013,0.0005,0.0055,0.26,0.03,0.005,0.12,0.03,463,532,30,77.8,-40,-55
MnCr,0.042,1.46,0.34,0.006,0.015,0.0005,0.0055,0.27,0.03,0.005,0.12,0.03,500,575,28,78.8,-46,-65
MnCr,0.047,1.85,0.35,0.006,0.015,0.0005,0.0055,0.27,0.03,0.005,0.12,0.03,567,622,26,75,-38,-68
MnCr,0.04,0.61,0.33,0.005,0.01,0.0005,0.0055,0.51,0.03,0.005,0.12,0.03,446,510,32.2,78.8,-16,-35
MnCr,0.042,0.96,0.32,0.008,0.01,0.0005,0.0055,0.54,0.03,0.005,0.12,0.03,494,545,29.6,77,-44,-68
MnCr,0.046,1.4,0.35,0.006,0.01,0.0005,0.0055,0.54,0.03,0.005,0.12,0.03,543,603,28.2,77,-44,-74
MnCr,0.05,1.82,0.32,0.005,0.016,0.0005,0.0055,0.52,0.03,0.005,0.12,0.03,617,674,23,70.2,-35,-76
MnCr,0.041,0.59,0.28,0.008,0.012,0.0005,0.0055,1,0.03,0.005,0.12,0.03,472,531,25.8,77.8,-11,-33
MnCr,0.045,0.97,0.32,0.007,0.013,0.0005,0.0055,1.05,0.03,0.005,0.12,0.03,531,592,24.6,76,-42,-66
MnCr,0.048,1.36,0.33,0.008,0.012,0.0005,0.0055,1.07,0.03,0.005,0.12,0.03,626,676,24.4,70.9,-40,-71
MnCr,0.05,1.84,0.35,0.007,0.011,0.0005,0.0055,1.07,0.03,0.005,0.12,0.03,692,723,21.6,70.9,-28,-71
MnCr,0.042,0.58,0.27,0.009,0.011,0.0005,0.0055,2.32,0.03,0.005,0.12,0.03,587,652,21.4,72,9,-31
MnCr,0.048,0.92,0.29,0.008,0.012,0.0005,0.0055,2.35,0.03,0.005,0.12,0.03,655,722,19.6,67.5,15,-36
MnCr,0.05,1.29,0.31,0.007,0.009,0.0005,0.0055,2.26,0.03,0.005,0.12,0.03,738,789,20,67,10,-41
MnCr,0.053,1.74,0.34,0.007,0.014,0.0005,0.0055,2.3,0.03,0.005,0.12,0.03,808,865,18.2,65.2,25,-44
MnMo,0.035,0.66,0.3,0.006,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,392,466,31.9,80.6,-27,-43
MnMo,0.038,1,0.3,0.005,0.014,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,413,498,31.2,80.6,-47,-60
MnMo,0.049,1.42,0.34,0.005,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,468,551,29.4,78.7,-54,-74
MnMo,0.051,1.82,0.34,0.006,0.017,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,514,588,28,76.8,-49,-80
MnMo,0.035,0.64,0.33,0.008,0.011,0.0005,0.0055,0.03,0.03,0.22,0.12,0.03,428,490,27.8,79.7,-38,-55
MnMo,0.04,1.02,0.32,0.008,0.012,0.0005,0.0055,0.03,0.03,0.28,0.12,0.03,458,530,26.8,78.8,-54,-71
MnMo,0.045,1.4,0.31,0.008,0.013,0.0005,0.0055,0.03,0.03,0.25,0.12,0.03,539,589,28.8,77.7,-54,-76
MnMo,0.048,1.86,0.34,0.008,0.014,0.0005,0.0055,0.03,0.03,0.29,0.12,0.03,595,650,26.2,74.6,-47,-80
MnMo,0.038,0.63,0.3,0.009,0.012,0.0005,0.0055,0.03,0.03,0.5,0.12,0.03,455,536,27.4,76,-27,-47
MnMo,0.039,0.95,0.28,0.008,0.013,0.0005,0.0055,0.03,0.03,0.51,0.12,0.03,501,571,25.6,76,-40,-59
MnMo,0.045,1.43,0.33,0.008,0.014,0.0005,0.0055,0.03,0.03,0.5,0.12,0.03,577,632,25.2,76,-42,-69
MnMo,0.05,1.81,0.33,0.008,0.014,0.0005,0.0055,0.03,0.03,0.5,0.12,0.03,624,679,22.8,71.9,-31,-79
MnMo,0.042,0.64,0.3,0.01,0.01,0.0005,0.0055,0.03,0.03,1.11,0.12,0.03,550,623,24.6,74,-4,-42
MnMo,0.044,1.01,0.33,0.008,0.012,0.0005,0.0055,0.03,0.03,1.11,0.12,0.03,618,684,24.4,72.9,-24,-58
MnMo,0.049,1.37,0.34,0.008,0.013,0.0005,0.0055,0.03,0.03,1.12,0.12,0.03,675,731,22.6,71.9,-24,-69
MnMo,0.048,1.76,0.33,0.008,0.015,0.0005,0.0055,0.03,0.03,1.15,0.12,0.03,720,765,21.6,70.8,-13,-70
MnNb,0.073,0.64,0.35,0.005,0.004,0.0005,0.0038,0.03,0.03,0.005,0.003,0.03,402,494,33.3,77.5,-45,-70
MnNb,0.073,0.63,0.34,0.005,0.004,0.0005,0.0041,0.03,0.03,0.005,0.003,0.03,450,532,28,76,-34,-56
MnNb,0.075,0.61,0.33,0.005,0.004,0.0005,0.0042,0.03,0.03,0.005,0.003,0.03,474,553,26.8,80.7,-22,-45
MnNb,0.069,0.64,0.33,0.006,0.003,0.0005,0.0042,0.03,0.03,0.005,0.003,0.03,522,580,25,76,-7,-38
MnNb,0.075,0.65,0.33,0.009,0.005,0.0005,0.0039,0.03,0.03,0.005,0.003,0.03,549,614,24,70.8,13,-16
MnNb,0.077,1.02,0.35,0.007,0.005,0.0005,0.0041,0.03,0.03,0.005,0.004,0.03,443,522,31.1,77,-60,-84
MnNb,0.077,1.01,0.34,0.007,0.005,0.0005,0.0036,0.03,0.03,0.005,0.004,0.03,480,557,25.4,75,-42,-71
MnNb,0.073,1.01,0.35,0.007,0.005,0.0005,0.0037,0.03,0.03,0.005,0.005,0.03,513,594,28,76,-38,-58
MnNb,0.072,0.99,0.34,0.008,0.006,0.0005,0.0037,0.03,0.03,0.005,0.004,0.03,553,618,22.8,74,-11,-40
MnNb,0.072,1.03,0.35,0.006,0.006,0.0005,0.0037,0.03,0.03,0.005,0.005,0.03,615,655,20.2,72.9,14,-23
MnNb,0.077,1.33,0.31,0.007,0.005,0.0005,0.0038,0.03,0.03,0.005,0.004,0.03,463,541,27.1,75.9,-68,-89
MnNb,0.077,1.37,0.32,0.007,0.006,0.0005,0.0034,0.03,0.03,0.005,0.004,0.03,505,586,25.8,77.9,-55,-82
MnNb,0.073,1.37,0.3,0.009,0.005,0.0005,0.0033,0.03,0.03,0.005,0.004,0.03,540,597,26.4,76,-45,-73
MnNb,0.074,1.38,0.31,0.007,0.007,0.0005,0.0032,0.03,0.03,0.005,0.004,0.03,586,641,24.2,76,-23,-53
MnNb,0.073,1.35,0.29,0.005,0.007,0.0005,0.0033,0.03,0.03,0.005,0.005,0.03,610,685,20.6,71.9,-1,-33
MnNb,0.076,1.74,0.29,0.008,0.006,0.0005,0.0035,0.03,0.03,0.005,0.004,0.03,500,571,28.8,77,-62,-90
MnNb,0.074,1.74,0.3,0.006,0.006,0.0005,0.0031,0.03,0.03,0.005,0.004,0.03,540,614,22,75.9,-54,-86
MnNb,0.076,1.72,0.28,0.006,0.007,0.0005,0.0032,0.03,0.03,0.005,0.004,0.03,575,635,22.6,74,-42,-68
MnNb,0.077,1.75,0.28,0.008,0.01,0.0005,0.0031,0.03,0.03,0.005,0.004,0.03,606,660,22,74,-26,-62
MnNb,0.078,1.75,0.28,0.006,0.007,0.0005,0.0033,0.03,0.03,0.005,0.004,0.03,654,708,19.2,70.8,-6,-45
MnNi,0.035,0.66,0.3,0.006,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,392,466,31.9,80.6,-26,-43
MnNi,0.038,1,0.3,0.005,0.014,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,413,498,31.2,80.6,-47,-60
MnNi,0.049,1.42,0.34,0.005,0.013,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,468,551,29.4,78.7,-52,-74
MnNi,0.051,1.82,0.34,0.006,0.017,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,514,588,28,76.8,-49,-80
MnNi,0.039,0.67,0.31,0.006,0.011,0.0005,0.0055,0.03,0.49,0.005,0.12,0.03,411,484,32.6,79.3,-33,-52
MnNi,0.039,1,0.3,0.006,0.01,0.0005,0.0055,0.03,0.5,0.005,0.12,0.03,464,522,29.6,77.8,-42,-65
MnNi,0.055,1.44,0.31,0.006,0.014,0.0005,0.0055,0.03,0.47,0.005,0.12,0.03,509,568,28.6,76.9,-54,-85
MnNi,0.046,1.85,0.3,0.006,0.017,0.0005,0.0055,0.03,0.49,0.005,0.12,0.03,547,618,26,74.9,-43,-85
MnNi,0.038,0.65,0.31,0.007,0.01,0.0005,0.0055,0.03,1.12,0.005,0.12,0.03,423,497,30.6,78.8,-37,-57
MnNi,0.042,1,0.33,0.007,0.012,0.0005,0.0055,0.03,1.1,0.005,0.12,0.03,475,541,29.6,77.9,-55,-75
MnNi,0.05,1.43,0.34,0.008,0.011,0.0005,0.0055,0.03,1.06,0.005,0.12,0.03,498,569,28.4,78.8,-57,-86
MnNi,0.053,1.86,0.35,0.007,0.012,0.0005,0.0055,0.03,1.04,0.005,0.12,0.03,566,641,26.4,76,-38,-90
MnNi,0.039,0.65,0.3,0.006,0.012,0.0005,0.0055,0.03,2.32,0.005,0.12,0.03,466,538,30.6,77.8,-49,-83
MnNi,0.041,0.99,0.32,0.006,0.015,0.0005,0.0055,0.03,2.32,0.005,0.12,0.03,489,567,30.6,76.9,-58,-98
MnNi,0.047,1.46,0.33,0.007,0.016,0.0005,0.0055,0.03,2.33,0.005,0.12,0.03,567,635,23.6,72.7,-37,-88
MnNi,0.04,1.88,0.33,0.007,0.018,0.0005,0.0055,0.03,2.3,0.005,0.12,0.03,621,684,23.5,73.9,-4,-76
MnNi,0.038,0.67,0.29,0.01,0.012,0.0005,0.0055,0.03,3.49,0.005,0.12,0.03,479,561,30.4,76.6,-61,-106
MnNi,0.042,1,0.3,0.008,0.012,0.0005,0.0055,0.03,3.49,0.005,0.12,0.03,525,605,27.6,76,-48,-95
MnNi,0.052,1.44,0.3,0.007,0.013,0.0005,0.0055,0.03,3.46,0.005,0.12,0.03,621,682,25.4,72.9,-17,-92
MnNi,0.053,1.85,0.36,0.007,0.013,0.0005,0.0055,0.03,3.41,0.005,0.12,0.03,692,753,22.2,69.7,24,-50
MnOx,0.073,0.64,0.34,0.008,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,404,494,32.4,76,-46,-70
MnOx,0.077,1,0.3,0.008,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,409,504,30.6,77,-56,-83
MnOx,0.076,1.33,0.31,0.008,0.006,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,420,523,26.4,77,-29,-49
MnOx,0.077,1.82,0.28,0.007,0.006,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,458,568,28.6,76,-5,-40
MnOx,0.07,0.58,0.29,0.007,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,390,476,29.6,74,-52,-75
MnOx,0.072,0.92,0.3,0.007,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,423,493,29.6,78,-66,-81
MnOx,0.071,1.24,0.28,0.006,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,411,510,29,78,-37,-68
MnOx,0.075,1.52,0.27,0.006,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,429,528,26,77,-11,-46
MnOx,0.076,0.61,0.34,0.005,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,390,475,28.2,78.9,-57,-75
MnOx,0.08,1.02,0.32,0.005,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,418,502,30,78.9,-70,-95
MnOx,0.076,1.34,0.26,0.005,0.009,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,428,519,25.6,78.9,-38,-58
MnOx,0.075,1.78,0.24,0.005,0.01,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,466,555,26.2,78,-24,-53
MnOx,0.076,0.58,0.36,0.004,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,397,486,28.6,79.8,-61,-77
MnOx,0.08,0.94,0.32,0.004,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,400,494,28.8,78.9,-73,-88
MnOx,0.08,1.38,0.28,0.004,0.006,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,441,538,25,79.8,-48,-64
MnOx,0.084,1.61,0.3,0.004,0.003,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,448,529,26,78.9,-40,-64
MnSi,0.058,0.59,0.2,0.007,0.007,0.0005,0.0037,0.03,0.03,0.005,0.005,0.03,391,453,34,79.7,-42,-56
MnSi,0.064,1,0.2,0.007,0.006,0.0005,0.0051,0.03,0.03,0.005,0.005,0.03,424,483,32.6,79.7,-58,-71
MnSi,0.066,1.37,0.2,0.007,0.006,0.0005,0.005,0.03,0.03,0.005,0.005,0.03,451,513,31.8,80.6,-65,-77
MnSi,0.064,1.79,0.2,0.007,0.005,0.0005,0.007,0.03,0.03,0.005,0.005,0.03,497,551,29,79.6,-65,-85
MnSi,0.076,0.66,0.42,0.007,0.007,0.0005,0.006,0.03,0.03,0.005,0.005,0.03,423,491,34.2,79.7,-32,-49
MnSi,0.065,1.02,0.38,0.007,0.007,0.0005,0.0067,0.03,0.03,0.005,0.005,0.03,462,518,30.2,80.6,-45,-62
MnSi,0.066,1.42,0.37,0.007,0.008,0.0005,0.0075,0.03,0.03,0.005,0.005,0.03,494,548,30.6,78.8,-62,-81
MnSi,0.066,1.82,0.37,0.007,0.008,0.0005,0.0083,0.03,0.03,0.005,0.005,0.03,533,591,28.6,78.8,-62,-93
MnSi,0.067,0.64,0.62,0.007,0.008,0.0005,0.0074,0.03,0.03,0.005,0.005,0.03,444,505,33.2,78.8,-20,-37
MnSi,0.061,1.03,0.64,0.007,0.008,0.0005,0.0079,0.03,0.03,0.005,0.005,0.03,470,534,30.6,79.7,-36,-54
MnSi,0.075,1.43,0.66,0.006,0.007,0.0005,0.008,0.03,0.03,0.005,0.005,0.03,519,582,29,76.9,-56,-75
